id,function_name,variant_name,episode_id,input,output,output_schema,inference_params,processing_time_ms
0192ced0-a849-7532-b432-9003c7f9c3ea,dashboard_fixture_extract_entities,dicl,0192ced0-a2b0-7be1-afe6-50c2f355f99d,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Adams and Platt are both injured and will miss England 's opening World Cup qualifier against Moldova on Sunday .""}]}]}","{""raw"":""{\""person\"":[\""Adams\"",\""Platt\""],\""organization\"":[\""World Cup\""],\""location\"":[\""England\"",\""Moldova\""],\""miscellaneous\"":[\""opening qualifier\"",\""Sunday\""]}"",""parsed"":{""person"":[""Adams"",""Platt""],""organization"":[""World Cup""],""location"":[""England"",""Moldova""],""miscellaneous"":[""opening qualifier"",""Sunday""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1432
0192ced0-a949-7f73-80ef-69e5e99b51cc,dashboard_fixture_extract_entities,dicl,0192ced0-a2b0-7be1-afe6-50d37d5a3cb7,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""One out later , Gonzalez smacked his 40th homer , extending his hitting streak to 20 games .""}]}]}","{""raw"":""{\""person\"":[\""Gonzalez\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Gonzalez""],""organization"":[],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1689
0192ced0-a890-7f70-83de-4aacea6f4807,dashboard_fixture_extract_entities,turbo,0192ced0-a2c6-7323-be23-cd8b5784adec,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""At least 17 miners have been killed in labour unrest -- sparked by ethnic differences -- at Driefontein Consolidated and Gold Fields ' Kloof Gold Mining Co this month .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Gold Fields ' Kloof Gold Mining Co\""],\""location\"":[\""Driefontein Consolidated\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Gold Fields ' Kloof Gold Mining Co""],""location"":[""Driefontein Consolidated""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1482
0192ced0-a860-70d1-8711-b5024aa85647,dashboard_fixture_extract_entities,dicl,0192ced0-a2af-7ec0-be0c-926a4c21e5a8,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""The reports fanned worries on Wall Street that the Fed , the nation 's central bank , would raise rates next month in a bid to ward off inflation , driving stock and bond prices sharply lower for a second day running .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Fed\""],\""location\"":[\""Wall Street\""],\""miscellaneous\"":[\""inflation\""]}"",""parsed"":{""person"":[],""organization"":[""Fed""],""location"":[""Wall Street""],""miscellaneous"":[""inflation""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1456
0192ced0-a94c-7313-ab04-766fc4a82cea,dashboard_fixture_extract_entities,baseline,0192ced0-a2ae-75f2-b3d4-d27b8c72da7f,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Results of Yugoslav league""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Yugoslav league\""],\""location\"":[\""Yugoslavia\""],\""miscellaneous\"":[\""results\""]}"",""parsed"":{""person"":[],""organization"":[""Yugoslav league""],""location"":[""Yugoslavia""],""miscellaneous"":[""results""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1694
0192ced0-a891-7a82-9094-e54a93ab4579,dashboard_fixture_extract_entities,dicl,0192ced0-a2c6-7323-be23-cd35113264b5,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""\"" Last year we stood on the court after we had lost and we put out hands together and made it our committment to bring back the Cup , \"" U.S. captain Billie Jean King said at the draw . \""""}]}]}","{""raw"":""{\""person\"":[\""Billie Jean King\""],\""organization\"":[\""U.S.\""],\""location\"":[],\""miscellaneous\"":[\""Cup\""]}"",""parsed"":{""person"":[""Billie Jean King""],""organization"":[""U.S.""],""location"":[],""miscellaneous"":[""Cup""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1483
0192ced0-ab0f-7680-b08d-0c6a5d0e60d2,dashboard_fixture_extract_entities,dicl,0192ced0-a2c6-7323-be23-cdc9057a9534,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""\"" I told Monica we need her if we want to win , \"" King said .""}]}]}","{""raw"":""{\""person\"":[\""Monica\"",\""King\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Monica"",""King""],""organization"":[],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",2121
0192ced0-aaae-7401-bed2-56a6ba9c8149,dashboard_fixture_extract_entities,dicl,0192ced0-a2c6-7323-be23-cdec737392ee,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""\"" The worst thing that could happen for financial markets is that if Clinton and Dole start to trade shots in the middle of the ring with one-upmanship , \"" said Hugh Johnson , chief investment officer at First Albany Corp. \"" That 's when Wall Street will need to worry . \""""}]}]}","{""raw"":""{\""person\"":[\""Clinton\"",\""Dole\"",\""Hugh Johnson\""],\""organization\"":[\""First Albany Corp\""],\""location\"":[],\""miscellaneous\"":[\""Wall Street\""]}"",""parsed"":{""person"":[""Clinton"",""Dole"",""Hugh Johnson""],""organization"":[""First Albany Corp""],""location"":[],""miscellaneous"":[""Wall Street""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",2024
0192ced0-aa28-70a0-9bc8-ab5d193dc8d4,dashboard_fixture_extract_entities,baseline,0192ced0-a2ae-75f2-b3d4-d29ce1631ab9,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""At least 17 miners have been killed in labour unrest -- sparked by ethnic differences -- at Driefontein Consolidated and Gold Fields ' Kloof Gold Mining Co this month .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Driefontein Consolidated\"",\""Gold Fields\"",\""Kloof Gold Mining Co\""],\""location\"":[],\""miscellaneous\"":[\""17 miners\"",\""labour unrest\"",\""ethnic differences\""]}"",""parsed"":{""person"":[],""organization"":[""Driefontein Consolidated"",""Gold Fields"",""Kloof Gold Mining Co""],""location"":[],""miscellaneous"":[""17 miners"",""labour unrest"",""ethnic differences""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1913
0192ced0-a9a6-7a92-94c3-b8102bc68217,dashboard_fixture_extract_entities,dicl,0192ced0-a2c6-7323-be23-cdf8a23752c0,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""But on Saturday the people gathered just outside the town seemed to be united in favour of the separatists .""}]}]}","{""raw"":""{\""person\"":[\""the people\""],\""organization\"":[\""separatists\""],\""location\"":[\""the town\""],\""miscellaneous\"":[\""Saturday\""]}"",""parsed"":{""person"":[""the people""],""organization"":[""separatists""],""location"":[""the town""],""miscellaneous"":[""Saturday""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1760
0192ced0-aa8a-7060-a01f-dbdda0400212,dashboard_fixture_extract_entities,dicl,0192ced0-a2b6-7083-8c26-c20166f26756,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""287 Ian Woosnam 70 76 71 70""}]}]}","{""raw"":""{\""person\"":[\""Ian Woosnam\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Ian Woosnam""],""organization"":[],""location"":[],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",2004
0192ced0-aa3c-7900-9a9c-7b467d0170f2,dashboard_fixture_extract_entities,baseline,0192ced0-a2a8-71b0-a24c-2e06cc086df3,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""A Polish consortium including the Bank Rozwoju Exportu SA ( BRE ) plans to rival France 's Hachette in bidding for Polish state-owned press distribution chain Ruch SA , Zycie Warszawy daily said on Saturday .""}]}]}","{""raw"":""{\n    \""person\"": [],\n    \""organization\"": [\""Bank Rozwoju Exportu SA\"", \""Hachette\"", \""Ruch SA\"", \""Zycie Warszawy\""],\n    \""location\"": [\""Poland\"", \""France\""],\n    \""miscellaneous\"": [\""consortium\"", \""bidding\"", \""state-owned press distribution chain\""]\n}"",""parsed"":{""person"":[],""organization"":[""Bank Rozwoju Exportu SA"",""Hachette"",""Ruch SA"",""Zycie Warszawy""],""location"":[""Poland"",""France""],""miscellaneous"":[""consortium"",""bidding"",""state-owned press distribution chain""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1939
0192ced0-a892-7641-acd5-5eaec649ac95,dashboard_fixture_extract_entities,dicl,0192ced0-a2c9-7dc3-8865-44cb3190e889,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""We have in no way seen any Iraqi troops in the city or in its approaches , \"" a U.N. relief official told Reuters .""}]}]}","{""raw"":""{\""person\"":[\""U.N. relief official\""],\""organization\"":[\""U.N.\"",\""Reuters\""],\""location\"":[\""Iraqi\"",\""city\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""U.N. relief official""],""organization"":[""U.N."",""Reuters""],""location"":[""Iraqi"",""city""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1482
0192ced0-a937-70d0-82a7-2927e774ea56,dashboard_fixture_extract_entities,dicl,0192ced0-a2c9-7dc3-8865-44b120deef94,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""A Polish consortium including the Bank Rozwoju Exportu SA ( BRE ) plans to rival France 's Hachette in bidding for Polish state-owned press distribution chain Ruch SA , Zycie Warszawy daily said on Saturday .""}]}]}","{""raw"":""{\""person\"":[],\""organization\"":[\""Bank Rozwoju Exportu SA\"",\""BRE\"",\""Hachette\"",\""Ruch SA\"",\""Zycie Warszawy\""],\""location\"":[\""Poland\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Bank Rozwoju Exportu SA"",""BRE"",""Hachette"",""Ruch SA"",""Zycie Warszawy""],""location"":[""Poland""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1646
0192ced0-a82a-7292-9a1c-5199c69a5ecd,dashboard_fixture_extract_entities,baseline,0192ced0-a2c6-7323-be23-cddc90847977,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""6. Oksana Grichina ( Russia ) 36.242""}]}]}","{""raw"":""{\n    \""person\"": [\""Oksana Grichina\""],\n    \""organization\"": [],\n    \""location\"": [\""Russia\""],\n    \""miscellaneous\"": [\""36.242\""]\n}"",""parsed"":{""person"":[""Oksana Grichina""],""organization"":[],""location"":[""Russia""],""miscellaneous"":[""36.242""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1380
0192ced0-a999-7300-9915-5a01209cd211,dashboard_fixture_extract_entities,dicl,0192ced0-a2c6-7323-be23-ce66bf0ae2aa,"{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""6. Oksana Grichina ( Russia ) 36.242""}]}]}","{""raw"":""{\""person\"":[\""Oksana Grichina\""],\""organization\"":[],\""location\"":[\""Russia\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Oksana Grichina""],""organization"":[],""location"":[""Russia""],""miscellaneous"":[]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""person"":{""type"":""array"",""items"":{""type"":""string""}},""organization"":{""type"":""array"",""items"":{""type"":""string""}},""location"":{""type"":""array"",""items"":{""type"":""string""}},""miscellaneous"":{""type"":""array"",""items"":{""type"":""string""}}},""required"":[""person"",""organization"",""location"",""miscellaneous""],""additionalProperties"":false}","{""chat_completion"":{}}",1746
